Price	sqft	beds	bath	age	stories	vacant	sqrt_Price	tr2_Price	sqrt_sqft	p_	lclm_	uclm_	lcl_	ucl_	cookd_	R_
64	1050	3	1	56	1	0	8	4	32.40370349	69.31353018	65.66648301	72.96057736	10.8018866	127.8251738	0.000062783	-5.313530181
131	2226	4	3	14	2	0	11.44552314	5.078753078	47.18050445	160.842536	157.0290269	164.6560452	102.320281	219.3647911	0.002166863	-29.84253602
67.5	1115	3	1	53	1	0	8.215838363	4.071626425	33.39161571	74.37253135	70.94332386	77.80173885	15.87406175	132.871001	9.27726E-05	-6.872531354
82.25	1031	3	1	41	1	0	9.069178574	4.34889213	32.10918872	67.83474522	64.12164312	71.54784732	9.31894728	126.3505432	0.00047911	14.41525478
117.5	1655	2	2	40	1	0	10.83974169	4.897930544	40.68169121	116.4011565	113.9036643	118.8986486	57.94990373	174.8524092	1.25E-06	1.09884352
92	1227	3	2	6	1	0	9.591663047	4.514357436	35.02855978	83.08957953	80.00002248	86.17913658	24.61003743	141.5691216	0.000126422	8.910420472
120	1700	2	1	57	1	0	10.95445115	4.932424149	41.23105626	119.9035419	117.380795	122.4262889	61.45120463	178.3558792	9.86E-09	0.09645809
112	1866	4	2	18	1	0	10.58300524	4.820284528	43.19722213	132.8234526	130.064304	135.5826012	74.36043538	191.2864698	0.000550041	-20.8234526
158.5	1676	3	2	40	1	0	12.58967831	5.411816829	40.93897898	118.035603	115.5285338	120.5426722	59.58394027	176.4872658	0.001713483	40.46439698
121	1755	3	2	11	1	0	11	4.946087443	41.89272013	124.1842352	121.6070581	126.7614123	65.72952348	182.6389469	1.12148E-05	-3.18423521
81	1249	3	2	16	1	0	9	4.326748711	35.34119409	84.80185685	81.77263588	87.83107781	26.32547135	143.2782424	2.21204E-05	-3.801856849
60	1128	3	1	75	1	0	7.745966692	3.914867641	33.58571125	75.38433159	71.99703551	78.77162766	16.88830389	133.8803593	0.000453513	-15.38433159
82	999	3	1	15	1	0	9.055385138	4.344481486	31.60696126	65.34416003	61.5176297	69.17069036	6.821055054	123.867265	0.000679641	16.65583997
89.5	1700	3	3	20	2	0	9.460443964	4.473090433	41.23105626	119.9035419	117.380795	122.4262889	61.45120463	178.3558792	0.000979528	-30.40354191
77.5	1100	2	1	60	1	0	8.803408431	4.263509492	33.1662479	73.20506955	69.72678405	76.68335504	14.70370245	131.7064366	3.72845E-05	4.294930455
88.5	1302	3	1	42	1	0	9.407443861	4.456368444	36.08323711	88.92688857	86.03285816	91.82091899	30.45735041	147.3964267	2.54E-07	-0.426888574
75	1064	3	2	22	1	0	8.660254038	4.217163327	32.61901286	70.4031612	66.80413071	74.00219169	11.89449089	128.9118315	4.57503E-05	4.596838797
105	1650	3	2	27	1	0	10.24695077	4.71769398	40.62019202	116.0120026	113.5162153	118.5077898	57.56082261	174.4631825	0.000125758	-11.01200255
145	2678	5	3	6	2	1	12.04159458	5.253587873	51.74939613	196.0220519	190.416065	201.6280388	137.3557194	254.6883844	0.013824837	-51.02205187
360	3792	6	5	3	2	1	18.97366596	7.113786609	61.57921727	282.7255489	272.1455423	293.3055555	223.3770188	342.074079	0.118530571	77.27445111
178.5	3000	3	3	40	1	1	13.36038922	5.63048847	54.77225575	221.0835654	214.0826999	228.0844308	162.2675506	279.8995802	0.015176087	-42.58356537
134	2240	3	2	0	1	1	11.5758369	5.117229947	47.32863827	161.932167	158.0683485	165.7959856	103.4066122	220.4577219	0.00194918	-27.93216704
85	1216	3	2	11	1	1	9.219544457	4.396829672	34.87119155	82.23344087	79.11285633	85.35402541	23.75225133	140.7146304	1.24347E-05	2.766559132
104.5	1679	3	2	45	1	1	10.22252415	4.710193659	40.9756025	118.2690954	115.760341	120.7778497	59.81736033	176.7208304	0.000198669	-13.76909538
100	1650	3	2	20	1	1	10	4.641588834	40.62019202	116.0120026	113.5162153	118.5077898	57.56082261	174.4631825	0.000265884	-16.01200255
92.5	1163	2	1	71	1	1	9.617692031	4.522520848	34.10278581	78.10840914	74.83089956	81.38591873	19.6186361	136.5981822	0.000371402	14.39159086
119.5	2010	3	2	96	2	1	10.93160556	4.925564023	44.83302354	144.031086	140.9179886	147.1441834	85.55029547	202.5118765	0.000972948	-24.53108597
50.005	917	2	1	45	1	1	7.071421356	3.684154296	30.28200786	58.96203547	54.83381198	63.09025896	0.418430265	117.5056407	0.000229089	-8.957035473
89.9	1064	3	2	0	1	1	9.481561053	4.479744352	32.61901286	70.4031612	66.80413071	74.00219169	11.89449089	128.9118315	0.000823007	19.4968388
129	2041	4	3	6	2	1	11.35781669	5.052774347	45.17742799	146.4438404	143.2407508	149.6469299	87.9581903	204.9294904	0.000521	-17.44384037
106	1684	3	2	14	1	1	10.29563014	4.732623491	41.03656906	118.6582493	116.1465114	121.1699873	60.20638613	177.1101125	0.000168307	-12.65824931
129	2350	4	3	5	2	1	11.35781669	5.052774347	48.47679857	170.4935536	166.2194487	174.7676586	111.9394807	229.0476266	0.005273701	-41.49355364
111.999	1440	3	2	0	1	1	10.582958	4.820270182	37.94733192	99.66753722	97.04492746	102.290147	41.21080481	158.1242696	0.0001742	12.33146278
81.2	1120	3	2	1	1	1	9.011104261	4.330306894	33.46640106	74.76168529	71.34866732	78.17470326	16.26416249	133.2592081	8.06477E-05	6.43831471
61	1108	3	2	45	1	1	7.810249676	3.936497183	33.28663395	73.82771584	70.3756993	77.27973239	15.32790473	132.327527	0.000327554	-12.82771584
130	1583	3	2	6	1	1	11.40175425	5.065797019	39.78693253	110.7973398	108.3028588	113.2918208	52.34621563	169.248464	0.000382004	19.2026602
89.7	1224	3	2	34	1	1	9.471008394	4.476419865	34.98571137	82.85608717	79.75812362	85.95405071	24.37610034	141.336074	7.49908E-05	6.843912833
132	2208	4	3	5	2	1	11.48912529	5.09164337	46.9893605	159.4415819	155.6920355	163.1911282	100.92346	217.9597037	0.001770772	-27.44158185
67.565	1424	2	1	30	1	1	8.219793185	4.072932947	37.73592453	98.42224462	95.77495111	101.0695381	39.9643996	156.8800896	0.001111486	-30.85724462
79.9	1064	3	2	0	1	1	8.938679992	4.307073269	32.61901286	70.4031612	66.80413071	74.00219169	11.89449089	128.9118315	0.000195269	9.496838797
89.9	1227	3	2	6	1	1	9.481561053	4.479744352	35.02855978	83.08957953	80.00002248	86.17913658	24.61003743	141.5691216	7.38539E-05	6.810420472
146	1802	3	3	11	2	1	12.08304597	5.265637428	42.44997055	127.8422822	125.1991887	130.4853758	69.38462724	186.2999372	0.000383643	18.15771779
55	1097	3	2	15	1	1	7.416198487	3.802952461	33.12099032	72.97157718	69.48338636	76.459768	14.46962032	131.4735341	0.000656562	-17.97157718
139.95	1986	3	2	53	1	1	11.83004649	5.191875874	44.56455991	142.1631471	139.1167148	145.2095793	83.68586746	200.6404267	7.58E-06	-2.21314707
79.9	1515	3	2	11	1	1	8.938679992	4.307073269	38.92300091	105.5048463	102.9709757	108.0387168	47.05202784	163.9576647	0.000700888	-25.60484626
69	1204	3	2	25	1	1	8.306623863	4.10156593	34.69870315	81.29947142	78.14441142	84.45453142	22.81643213	139.7825107	0.000251261	-12.29947142
135	2124	3	2	16	1	1	11.61895004	5.12992784	46.08687449	152.9037957	149.4407602	156.3668312	94.40333335	211.4042581	0.000642189	-17.90379571
93	1512	3	2	48	1	1	9.643650761	4.530654896	38.88444419	105.2713539	102.7348234	107.8078844	46.81842011	163.7242877	0.000161326	-12.2713539
75.3	988	3	1	40	1	1	8.67755726	4.22277873	31.43246729	64.48802137	60.62190471	68.35413803	5.962314713	123.013728	0.000292398	10.81197863
75.5	1536	3	2	21	1	1	8.689073599	4.226514052	39.19183589	107.1392928	104.6218881	109.6566975	48.68718584	165.5913998	0.001056267	-31.6392928
93	1042	3	2	1	1	1	9.643650761	4.530654896	32.28002478	68.69088388	65.01614635	72.36562141	10.17750783	127.2042599	0.001334245	24.30911612
60.5	868	2	1	50	1	1	7.778174593	3.925712205	29.46183973	55.1483269	50.8333028	59.463351	-3.408747096	113.7054009	8.94333E-05	5.351673103
73.501	1325	2	2	55	2	1	8.573272421	4.188878361	36.40054945	90.71699668	87.87677078	93.55722258	32.25009695	149.1838964	0.000398498	-17.21599668
80	1137	3	2	10	1	1	8.94427191	4.30886938	33.7194306	76.08480867	72.72617733	79.44344001	17.59043385	134.5791835	0.000028874	3.915191326
124.9	1973	4	3	6	2	1	11.17586686	4.998666311	44.41846463	141.1513468	138.1398602	144.1628335	82.67587734	199.6268163	0.000399441	-16.25134684
78	1257	3	2	12	1	1	8.831760866	4.272658682	35.4541958	85.42450315	82.41663307	88.43237322	26.94921979	143.8997865	8.31685E-05	-7.424503147
66	1052	2	1	50	1	1	8.124038405	4.041240021	32.43454948	69.46919176	65.82903883	73.10934468	10.95797749	127.980406	0.000026661	-3.469191755
125	2226	4	3	17	2	1	11.18033989	5	47.18050445	160.842536	157.0290269	164.6560452	102.320281	219.3647911	0.003125774	-35.84253602
69.65	1340	3	2	22	2	1	8.345657554	4.114405011	36.60601044	91.88445849	89.07761371	94.69130327	33.41917085	150.3497461	0.000649079	-22.23445849
95	1014	3	1	42	1	1	9.746794345	4.562902635	31.84336666	66.51162184	62.73858984	70.28465384	7.9919905	125.0312532	0.001932629	28.48837816
91	1500	3	2	35	1	1	9.539392014	4.497941445	38.72983346	104.3373845	101.789454	106.8853149	45.88395486	162.7908141	0.000192296	-13.33738445
98.95	1333	4	2	0	1	1	9.947361459	4.625286079	36.51027253	91.33964298	88.51739241	94.16189355	32.8736137	149.8056723	7.68831E-05	7.61035702
159.95	1920	4	3	0	1	1	12.64713406	5.428269671	43.8178046	137.0263151	134.1481267	139.9045035	78.55755892	195.4950713	0.000725635	22.92368489
179.95	2813	4	3	28	1	1	13.41454435	5.645693327	53.03772243	206.5292082	200.3456152	212.7128011	147.8048665	265.2535498	0.004583088	-26.57920815
124.5	2134	4	3	18	2	1	11.1579568	4.993324425	46.19523785	153.6821036	150.1860879	157.1781193	95.17967964	212.1845275	0.00173899	-29.18210359
116.25	1811	3	2	4	1	1	10.78192933	4.880500038	42.55584566	128.5427593	125.8851151	131.2004035	70.08444463	187.001074	0.000177784	-12.2927593
89	1719	4	2	25	1	1	9.433981132	4.464745096	41.46082488	121.3823269	118.8436469	123.9210069	62.92929976	179.835354	0.001125314	-32.38232687
75	1214	3	2	18	1	1	8.660254038	4.217163327	34.84250278	82.07777929	78.95149376	85.20406483	23.59628527	140.5592733	8.16851E-05	-7.077779294
161	2194	4	2	55	2	1	12.68857754	5.440121825	46.84015372	158.3519508	154.6515679	162.0523338	99.8369586	216.8669431	0.000016056	2.64804918
126	1661	3	2	26	1	1	11.22497216	5.013297935	40.75536775	116.8681412	114.3683103	119.3679721	58.41678848	175.3194939	8.67623E-05	9.13185879
85	1472	3	2	24	1	1	9.219544457	4.396829672	38.36665219	102.1581224	99.57894287	104.737302	43.70332236	160.6129225	0.000326135	-17.15812241
190.5	2610	4	3	15	2	1	13.80217374	5.753935554	51.0881591	190.7295583	185.4093346	196.049782	132.0898426	249.3692741	2.52E-07	-0.22955833
127	1900	4	2	12	1	1	11.26942767	5.026525695	43.58898944	135.4696994	132.6376924	138.3017063	77.00319831	193.9362004	9.58889E-05	-8.46969936
115	1767	3	2	25	1	1	10.7238053	4.862944131	42.03569911	125.1182047	122.5258441	127.7105652	66.66282155	183.5735878	0.00011458	-10.11820466
79.5	1525	3	2	5	1	1	8.91627725	4.299873802	39.05124838	106.2831541	103.7575966	108.8087117	47.83069549	164.7356128	0.000761838	-26.78315414
79.95	1044	3	2	1	1	1	8.941476388	4.307971512	32.31098884	68.84654546	65.17874739	72.51434352	10.3336048	127.3594861	0.000277306	11.10345454
68	1131	2	2	42	1	1	8.246211251	4.081655102	33.63034344	75.61782395	72.24011517	78.99553273	17.12235064	134.1132973	0.000110565	-7.61782395
107	1254	3	2	21	1	1	10.34408043	4.747459399	35.41186242	85.19101079	82.17517186	88.20684971	26.71531698	143.6667046	0.000721449	21.80898922
95	1364	3	2	14	2	1	9.746794345	4.562902635	36.93237063	93.75239739	90.99601605	96.50877872	35.2895107	152.2152841	1.97E-06	1.247602615
111.6	1646	4	3	5	2	1	10.56409012	4.814539249	40.57092555	115.7006794	113.2060961	118.1952627	57.24955086	174.1518079	1.74218E-05	-4.1006794
51.9	1189	3	2	57	1	1	7.204165462	3.730116986	34.4818793	80.13200961	76.93296627	83.33105296	21.646581	138.6174382	0.001361234	-28.23200961
58.9	1088	3	2	17	1	1	7.674633542	3.890795739	32.98484501	72.2711001	68.7530184	75.78918179	13.76735338	130.7748468	0.000369745	-13.3711001
60	1135	4	2	14	1	1	7.745966692	3.914867641	33.68976106	75.9291471	72.5641711	79.2941231	17.43440763	134.4238866	0.000479774	-15.9291471
59	770	2	1	47	1	1	7.681145748	3.892996416	27.74887385	47.52090974	42.8203734	52.22144609	-11.06583384	106.1076533	0.000489276	11.47909026
70	1148	3	2	20	1	1	8.366600265	4.1212853	33.88214869	76.94094733	73.61694849	80.26494617	18.44855082	135.4333439	8.88744E-05	-6.940947334
89.9	1064	3	2	0	1	1	9.481561053	4.479744352	32.61901286	70.4031612	66.80413071	74.00219169	11.89449089	128.9118315	0.000823007	19.4968388
180	2845	5	4	3	2	1	13.41640787	5.646216173	53.33854141	209.0197933	202.6975997	215.341987	150.2806955	267.7588912	0.005716933	-29.01979334
83.5	1040	3	2	5	1	1	9.137833441	4.370812319	32.24903099	68.53522231	64.85353417	72.21691045	10.02140933	127.0490353	0.000507566	14.96477769
105.505	1665	3	2	16	1	1	10.27156269	4.725245175	40.80441153	117.1794644	114.6778973	119.6810314	58.72803735	175.6308914	0.000142001	-11.67446436
192	1705	2	2	0	1	1	13.85640646	5.768998281	41.29164564	120.2926959	117.7660551	122.8193366	61.84019038	178.7452013	0.005465625	71.70730415
71	908	3	1	37	1	1	8.426149773	4.140817749	30.13303835	58.26155839	54.09936029	62.42375649	-0.284452361	116.8075691	0.000471086	12.73844161
83	1480	3	2	54	1	1	9.110433579	4.362070672	38.47076812	102.7807687	100.2111728	105.3503646	44.32639073	161.2351467	0.000430227	-19.78076871
91.5	1413	3	2	14	1	1	9.565563235	4.506164391	37.58989226	97.56610596	94.90073251	100.2314794	39.10743939	156.0247725	4.35458E-05	-6.066105962
99	1706	3	2	39	1	1	9.949874371	4.626065009	41.30375286	120.3705266	117.8430814	122.8979719	61.91798639	178.8230669	0.000485759	-21.37052663
160.75	1724	3	2	0	1	1	12.67872233	5.437304569	41.52107898	121.7714808	119.2280985	124.3148632	63.31824928	180.2247123	0.001636521	38.9785192
77.7	1040	3	2	4	1	1	8.814760348	4.267173876	32.24903099	68.53522231	64.85353417	72.21691045	10.02140933	127.0490353	0.000190369	9.164777692
82.9	1093	3	2	10	1	1	9.104943712	4.360318132	33.06055051	72.66025403	69.15881056	76.16169751	14.15750548	131.1630026	0.000214783	10.23974597
105	1000	3	1	55	1	1	10.24695077	4.71769398	31.6227766	65.42199082	61.59904457	69.24493706	6.899120077	123.9448616	0.003830304	39.57800918
100	2296	4	3	16	2	1	10	4.641588834	47.9165942	166.2906911	162.2211134	170.3602689	107.7511921	224.8301901	0.01219076	-66.29069113
134.5	2137	3	2	43	1	1	11.59741351	5.123586761	46.22769733	153.915596	150.4096227	157.4215692	95.41257611	212.4186158	0.000774201	-19.41559595
88.9	1080	2	1	50	1	1	9.428679653	4.46307228	32.86335345	71.6484538	68.10358632	75.19332128	13.14309022	130.1538174	0.000624973	17.2515462
75	1427	3	2	24	1	1	8.660254038	4.217163327	37.77565354	98.65573698	96.01321864	101.2982553	40.19810801	157.113366	0.000650861	-23.65573698
102	1649	3	2	44	1	1	10.09950494	4.672328728	40.60788101	115.9341718	113.4386989	118.4296447	57.48300525	174.3853383	0.000201305	-13.93417176
102	1280	3	2	5	1	1	10.09950494	4.672328728	35.77708764	87.21461125	84.26628969	90.16293282	28.74236073	145.6868618	0.000316833	14.78538875
77	978	2	1	66	1	1	8.774964387	4.254320865	31.27299154	63.7097135	59.8073578	67.61206919	5.181601776	122.2378252	0.000450203	13.2902865
114.45	2224	4	3	12	2	1	10.69813068	4.855179219	47.15930449	160.6868744	156.8805129	164.493236	102.1650847	219.2086641	0.005181954	-46.23687444
85	1289	3	2	45	1	1	9.219544457	4.396829672	35.90264614	87.91508834	84.98930081	90.84087587	29.44396971	146.386207	1.21275E-05	-2.91508834
152	2359	5	3	6	2	1	12.32882801	5.336803297	48.56953778	171.1940307	166.8853147	175.5027468	112.6374212	229.7506402	0.001147012	-19.19403072
111	1642	3	2	1	1	1	10.53565375	4.805895534	40.52159918	115.3893563	112.8958343	117.8828782	56.938273	173.8404395	0.000019944	-4.38935625
79.95	1028	3	1	33	1	1	8.941476388	4.307971512	32.06243908	67.60125286	63.87763055	71.32487517	9.08478642	126.1177193	0.000353602	12.34874714
146	2134	4	3	16	2	1	12.08304597	5.265637428	46.19523785	153.6821036	150.1860879	157.1781193	95.17967964	212.1845275	0.00012051	-7.68210359
68	1141	3	2	10	1	1	8.246211251	4.081655102	33.77869151	76.39613182	73.05014593	79.74211771	17.90248171	134.8897819	0.000131784	-8.396131823
80	1900	4	2	36	1	1	8.94427191	4.30886938	43.58898944	135.4696994	132.6376924	138.3017063	77.00319831	193.9362004	0.004112861	-55.46969936
203	2200	4	3	10	2	1	14.24780685	5.877130659	46.9041576	158.8189356	155.0975468	162.5403243	100.3026112	217.3352599	0.004520801	44.18106445
127.5	2163	4	3	16	2	1	11.29158979	5.033113548	46.50806382	155.9391964	152.3457408	159.5326521	97.43086876	214.4475241	0.001745633	-28.43919642
77	1211	3	1	47	1	1	8.774964387	4.254320865	34.79942528	81.84428693	78.70941601	84.97915786	23.36233333	140.3262405	3.84773E-05	-4.844286932
112	1943	4	3	5	2	1	10.58300524	4.820284528	44.07947368	138.8164232	135.8822657	141.7505808	80.34488517	197.2879613	0.001032197	-26.81642322
89	1326	3	2	33	1	1	9.433981132	4.464745096	36.41428291	90.79482747	87.95686976	93.63278518	32.32803787	149.2616171	4.32E-06	-1.794827469
70	1146	3	2	13	1	1	8.366600265	4.1212853	33.85262176	76.78528576	73.45502357	80.11554795	18.29253298	135.2780385	8.52552E-05	-6.785285759
56	1427	3	2	0	1	1	7.483314774	3.825862366	37.77565354	98.65573698	96.01321864	101.2982553	40.19810801	157.113366	0.002116264	-42.65573698
57	1000	3	1	20	1	1	7.549834435	3.848501131	31.6227766	65.42199082	61.59904457	69.24493706	6.899120077	123.9448616	0.000173442	-8.421990817
75.3	1525	3	2	5	1	1	8.67755726	4.22277873	39.05124838	106.2831541	103.7575966	108.8087117	47.83069549	164.7356128	0.001019508	-30.98315414
100.16	1605	3	2	17	1	1	10.0079968	4.644063029	40.06245125	112.5096171	110.0191348	115.0000995	54.05866346	170.9605708	0.00015749	-12.34961712
83.9	1552	3	2	29	1	1	9.159694318	4.377780545	39.39543121	108.3845854	105.8771653	110.8920055	49.9329076	166.8362632	0.00062754	-24.48458539
110	1666	4	2	20	1	1	10.48808848	4.791419857	40.81666326	117.2572951	114.7552719	119.7593184	58.80584861	175.7087417	5.48942E-05	-7.25729514
87	1360	3	2	42	1	1	9.327379053	4.431047622	36.87817783	93.44107424	90.67654095	96.20560752	34.97780264	151.9043458	5.28333E-05	-6.441074236
105.9	1503	3	2	13	1	1	10.29077257	4.731134777	38.76854395	104.5708768	102.0259098	107.1158438	46.11757632	163.0241773	1.91E-06	1.32912318
105	1655	3	2	16	1	1	10.24695077	4.71769398	40.68169121	116.4011565	113.9036643	118.8986486	57.94990373	174.8524092	0.000134988	-11.40115648
70	1475	3	3	4	2	1	8.366600265	4.1212853	38.40572874	102.3916148	99.81608983	104.9671397	43.93697586	160.8462537	0.001159008	-32.39161477
85	1465	3	2	10	1	1	9.219544457	4.396829672	38.27531842	101.6133069	99.02531847	104.2012953	43.15811752	160.0684963	0.000307853	-16.6133069
112	1367	3	2	16	1	1	10.58300524	4.820284528	36.9729631	93.98588975	91.23555311	96.73622639	35.52328774	152.4484918	0.000409001	18.01411025
63.575	960	3	2	17	1	1	7.973393255	3.991126162	30.98386677	62.30875933	58.34059139	66.27692726	3.776222747	120.8412959	4.23E-06	1.266240674
78	1067	3	2	10	1	1	8.831760866	4.272658682	32.66496594	70.63665356	67.04783752	74.22546961	12.12861068	129.1446965	0.000116718	7.363346436
128	1978	4	3	17	2	1	11.3137085	5.0396842	44.47471192	141.5405008	138.5156732	144.5653284	83.06434269	200.0166589	0.000279771	-13.54050077
130	1689	3	2	28	1	1	11.40175425	5.065797019	41.09744518	119.0474033	116.5324636	121.5623429	60.5954024	177.4994041	0.000126328	10.95259675
87.5	1446	3	2	40	1	1	9.354143467	4.439520009	38.02630668	100.1345219	97.52066566	102.7483782	41.6781816	158.5908623	0.000181644	-12.63452194
72.5	998	2	1	45	1	1	8.514693183	4.169775458	31.591138	65.26632924	61.43621235	69.09644613	6.74298965	123.7896688	0.000128435	7.233670758
105	2108	4	3	16	1	1	10.24695077	4.71769398	45.91296113	151.6585031	148.2475394	155.0694668	93.16110014	210.1559061	0.004230413	-46.65850312
62	1271	3	2	2	1	1	7.874007874	3.95789161	35.65108694	86.51413417	83.54284161	89.48542672	28.04072089	144.9875475	0.000884655	-24.51413417
157	2144	3	3	16	2	1	12.52996409	5.394690712	46.30334761	154.4604115	150.9310921	157.9897309	95.95598789	212.964835	1.34241E-05	2.53958854
151	1763	3	3	0	2	1	12.28820573	5.325074022	41.98809355	124.8068815	122.2197101	127.3940529	66.35172829	183.2620347	0.000764768	26.19311849
126.5	1668	3	2	19	1	1	11.24722188	5.019920529	40.84115571	117.4129567	114.9099948	119.9159187	58.96146999	175.8644434	0.000086129	9.08704328
124	1979	4	3	18	2	1	11.13552873	4.986630952	44.48595284	141.6183316	138.5908207	144.6458424	83.14203462	200.0946285	0.000474501	-17.61833156
140	2510	4	3	5	2	1	11.83215957	5.192494102	50.0999002	182.9464796	178.0385546	187.8544046	124.3427322	241.550227	0.007474917	-42.9464796
52	796	2	1	0	1	1	7.211102551	3.732511157	28.21347196	49.54451021	44.94764141	54.14137902	-9.034007047	108.1230275	2.13992E-05	2.455489787
121.5	2034	5	2	19	1	1	11.02270384	4.952890873	45.09988914	145.8990249	142.7166222	149.0814275	87.4145041	204.3835456	0.001006091	-24.39902486
91.3	1425	3	2	15	1	1	9.555103349	4.502878816	37.74917218	98.50007541	95.85438109	101.1457697	40.04230279	156.957848	6.04417E-05	-7.200075409
68.5	1300	3	2	50	1	1	8.276472679	4.091634739	36.05551276	88.771227	85.87237283	91.67008117	30.30144987	147.2410041	0.000575645	-20.271227
52.4	803	2	1	23	1	1	7.238784428	3.742057263	28.33725463	50.08932572	45.52020567	54.65844578	-8.487020524	108.665672	1.87187E-05	2.310674276
146	1999	4	3	18	2	1	12.08304597	5.265637428	44.71017781	143.1749473	140.092743	146.2571516	84.6957932	201.6541014	1.26473E-05	2.82505269
101.95	1694	3	2	44	1	1	10.09702927	4.671565151	41.15823126	119.4365572	116.9181986	121.9549158	60.98440914	177.8887052	0.000322893	-17.48655719
74.5	1120	3	2	17	1	1	8.631338251	4.20777095	33.46640106	74.76168529	71.34866732	78.17470326	16.26416249	133.2592081	1.33E-07	-0.26168529
109.95	1674	3	2	17	1	1	10.48570455	4.790693774	40.91454509	117.8799414	115.3739518	120.3859311	59.42832499	176.3315579	6.57503E-05	-7.92994144
143.75	2204	3	2	21	1	1	11.98957881	5.238447766	46.94677838	159.1302587	155.3948124	162.865705	100.6130387	217.6474787	0.000552042	-15.3802587
95	1338	4	2	13	1	1	9.746794345	4.562902635	36.57868232	91.72879692	88.91758153	94.54001231	33.26329928	150.1942946	1.40934E-05	3.271203084
88.5	1477	3	2	31	1	1	9.407443861	4.456368444	38.4317577	102.5472764	99.97414737	105.1204053	44.09274295	161.0018097	0.000217568	-14.04727635
122	1800	4	3	7	2	1	11.04536102	4.959675664	42.42640687	127.6866206	125.0466785	130.3265627	69.22910807	186.1441332	3.75381E-05	-5.68662064
66.95	954	3	1	18	1	1	8.182297966	4.060537514	30.88689042	61.8417746	57.85150815	65.83204106	3.307735719	120.3758135	6.95676E-05	5.108225398
108	1634	3	2	40	1	1	10.39230485	4.762203156	40.42276586	114.76671	112.2748826	117.2585373	56.31569897	173.2177209	4.73339E-05	-6.76670995
144	2678	5	3	7	2	1	12	5.241482788	51.74939613	196.0220519	190.416065	201.6280388	137.3557194	254.6883844	0.014372064	-52.02205187
77	957	2	1	42	1	1	8.774964387	4.254320865	30.9354166	62.07526696	58.09605964	66.05447429	3.541980942	120.608553	0.000590537	14.92473304
120	1536	3	2	66	1	1	10.95445115	4.932424149	39.19183589	107.1392928	104.6218881	109.6566975	48.68718584	165.5913998	0.000174522	12.8607072
144.5	2534	5	3	2	2	1	12.02081528	5.247542312	50.3388518	184.8144185	179.8085068	189.8203302	126.2023836	243.4264534	0.006856331	-40.3144185
292.45	2863	4	4	3	2	1	17.10116955	6.637693712	53.50700889	210.4207475	204.0203423	216.8211527	151.6731802	269.1683149	0.046843338	82.02925249
92.5	1329	4	2	47	1	1	9.617692031	4.522520848	36.45545227	91.02831983	88.19713033	93.85950933	32.56185837	149.4947813	2.89E-06	1.471680169
57	1111	3	1	46	1	1	7.549834435	3.848501131	33.33166663	74.06120821	70.61898733	77.50342908	15.56197431	132.5604421	0.000576128	-17.06120821
109	1562	4	2	5	2	1	10.44030651	4.776856181	39.52214569	109.1628933	106.6605752	111.6652113	50.71143411	167.6143524	2.77E-08	-0.16289327
115.999	1440	3	2	0	1	1	10.77028319	4.876984947	37.94733192	99.66753722	97.04492746	102.290147	41.21080481	158.1242696	0.000305541	16.33146278
103	1655	3	2	18	1	1	10.14889157	4.687548148	40.68169121	116.4011565	113.9036643	118.8986486	57.94990373	174.8524092	0.000186501	-13.40115648
88.5	1029	3	1	43	1	1	9.407443861	4.456368444	32.07802987	67.67908365	63.95897076	71.39919653	9.16284042	126.1953269	0.001003327	20.82091635
126	1980	4	2	17	1	1	11.22497216	5.013297935	44.49719092	141.6961624	138.6659633	144.7263614	83.21972617	200.1725985	0.000377285	-15.69616235
88.5	1536	3	2	16	1	1	9.407443861	4.456368444	39.19183589	107.1392928	104.6218881	109.6566975	48.68718584	165.5913998	0.000366589	-18.6392928
85	1229	2	2	4	1	1	9.219544457	4.396829672	35.05709629	83.2452411	80.16126497	86.32921724	24.76599358	141.7244886	4.89E-06	1.754758897
96.5	1057	3	1	35	1	1	9.823441352	4.586792613	32.51153641	69.85834569	66.23537809	73.4813133	11.34819806	128.3684933	0.001557397	26.64165431
66.5	950	2	1	10	1	1	8.154753215	4.05141951	30.82207002	61.53045145	57.52540905	65.53549386	2.995403437	120.0654995	6.63348E-05	4.969548547
73.5	1150	3	2	31	1	1	8.5732141	4.188859364	33.91164992	77.09660891	73.77885836	80.41435945	18.60456714	135.5886507	2.37728E-05	-3.596608908
135	1877	3	2	33	1	1	11.61895004	5.12992784	43.32435805	133.6795913	130.8976758	136.4615067	75.21549514	192.1436874	2.25E-06	1.32040874
106.5	1630	4	3	2	2	1	10.31988372	4.740053054	40.37325848	114.4553868	111.9641924	116.9465812	56.0044028	172.9063708	6.53911E-05	-7.9553868
70.552	1026	2	1	48	1	1	8.399523796	4.132090041	32.03123476	67.44559129	63.7149421	71.17624047	8.928677279	125.9625053	2.24614E-05	3.106408714
156	1920	3	3	0	2	1	12.489996	5.383212612	43.8178046	137.0263151	134.1481267	139.9045035	78.55755892	195.4950713	0.00049711	18.97368489
67	960	2	2	36	2	1	8.185352772	4.0615481	30.98386677	62.30875933	58.34059139	66.27692726	3.776222747	120.8412959	5.80195E-05	4.691240674
102	1485	3	2	20	1	1	10.09950494	4.672328728	38.53569774	103.1699227	100.606052	105.7337933	44.71579607	161.6240492	1.50E-06	-1.16992265
